22001 22 1478 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 
22002 22 4446 0 1 1 0 1 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 
22003 22 4404 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 1 1 1 0 1 1 1 
22004 22 2048 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 
22005 22 5269 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 
22006 22 5014 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
22007 22 2855 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 
22008 22 3445 0 0 1 1 0 1 0 1 0 0 0 1 0 1 1 1 0 1 0 0 1 1 
22009 22 1665 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 
22010 22 4690 1 1 0 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 1 
22011 22 3743 1 1 1 0 1 0 1 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 
22012 22 3867 1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 1 1 1 0 1 1 
22013 22 2221 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 1 
22014 22 4928 1 1 1 1 1 1 0 0 0 0 1 1 1 0 1 1 0 1 0 0 1 0 
22015 22 1794 1 0 0 1 1 1 1 0 0 0 1 0 0 0 1 0 1 1 0 0 0 1 
22016 22 3503 1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1 
22017 22 1775 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 1 0 
22018 22 1834 1 0 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 0 1 0 0 0 
22019 22 3448 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0 
