15001 15 1341 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 
15002 15 4307 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15003 15 3463 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0 
15004 15 1419 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 
15005 15 4274 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1 
15006 15 3207 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 
15007 15 2174 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 
15008 15 2253 1 0 1 1 0 0 1 1 0 0 1 0 0 1 1 
15009 15 3790 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 
15010 15 3901 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15011 15 2224 0 0 1 0 0 1 0 1 1 0 1 0 1 0 0 
15012 15 3122 1 1 1 1 0 0 0 1 1 1 1 0 1 0 0 
15013 15 2412 0 0 1 1 1 0 0 1 0 1 1 0 0 1 0 
15014 15 2861 0 1 1 0 1 1 1 0 1 0 0 0 1 1 1 
15015 15 3427 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 
15016 15 3693 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 
15017 15 3907 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 
15018 15 4711 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15019 15 2532 1 1 1 0 1 0 1 0 1 1 0 0 1 0 0 
15020 15 4573 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15021 15 3751 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 
15022 15 2966 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15023 15 1296 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 
15024 15 2396 1 1 0 0 0 0 1 0 0 1 1 1 1 0 1 
15025 15 2807 0 0 1 1 1 1 0 1 1 1 1 1 0 0 0 
15026 15 3170 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15027 15 2798 0 1 0 1 1 1 0 1 0 0 0 0 1 1 0 
15028 15 2553 1 1 1 0 0 0 1 1 1 1 1 0 1 0 1 
15029 15 3669 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 
15030 15 4111 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 
15031 15 3085 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 
15032 15 2441 0 1 1 0 0 0 1 1 1 1 0 1 1 0 0 
15033 15 2169 1 0 0 0 0 1 0 0 1 0 1 0 0 1 1 
15034 15 3564 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 
15035 15 3327 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15036 15 1352 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 
15037 15 2896 1 1 1 1 0 0 0 0 1 1 0 1 0 1 1 
15038 15 1758 0 1 1 0 0 1 0 0 1 1 0 0 0 0 0 
15039 15 3901 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 
15040 15 4233 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 
15041 15 2310 1 1 0 1 1 0 1 0 1 0 0 0 1 0 0 
15042 15 3476 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15043 15 1724 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 
15044 15 3490 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15045 15 4178 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15046 15 2631 1 0 0 1 1 1 0 0 1 0 0 0 1 0 1 
15047 15 3663 0 1 1 1 1 1 1 1 0 0 1 0 1 1 1 
15048 15 681 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 
15049 15 3588 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 
15050 15 3098 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15051 15 2366 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 
15052 15 2829 0 1 1 0 0 1 1 1 0 0 0 1 1 1 1 
15053 15 4459 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
15054 15 3423 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 
15055 15 2534 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1 
15056 15 781 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 
15057 15 3440 1 0 1 1 1 1 1 1 0 0 1 0 0 1 1 
15058 15 2494 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 
