5001 5 564 1 0 0 0 1 
5002 5 1766 1 1 1 1 0 
5003 5 1473 0 1 1 1 1 
5004 5 1160 0 1 1 0 1 
5005 5 809 1 1 1 1 0 
5006 5 1054 1 1 0 1 1 
5007 5 762 1 0 1 0 1 
5008 5 1398 0 1 1 1 1 
5009 5 1280 1 1 0 1 1 
5010 5 761 0 0 1 1 0 
5011 5 586 1 0 0 1 0 
5012 5 327 1 0 0 0 1 
5013 5 1461 1 1 0 1 1 
5014 5 923 1 0 0 1 0 
5015 5 1327 1 1 1 1 0 
5016 5 917 1 1 1 0 1 
5017 5 1391 1 1 0 1 1 
5018 5 891 1 1 0 0 0 
5019 5 864 1 1 0 1 0 
5020 5 842 0 1 1 1 1 
5021 5 858 1 0 1 0 0 
5022 5 317 0 0 0 1 0 
5023 5 1580 1 1 1 1 1 
5024 5 886 0 1 1 0 0 
5025 5 942 1 0 1 1 1 
5026 5 1422 1 1 1 1 1 
5027 5 178 0 0 0 0 1 
5028 5 693 1 1 0 1 0 
5029 5 1001 1 1 0 1 1 
5030 5 475 0 1 0 0 0 
5031 5 1479 1 0 1 1 1 
5032 5 1321 1 1 1 1 1 
5033 5 869 1 1 1 0 0 
5034 5 1021 1 1 1 1 1 
5035 5 1698 1 1 1 1 1 
5036 5 1552 1 1 1 1 1 
5037 5 912 0 1 1 1 1 
5038 5 843 1 1 1 1 1 
5039 5 378 1 1 1 0 0 
5040 5 624 0 0 0 1 1 
5041 5 1152 1 1 1 1 1 
5042 5 732 1 1 0 1 0 
5043 5 397 1 0 0 0 1 
5044 5 614 0 0 1 0 1 
5045 5 1145 1 0 1 1 1 
5046 5 500 0 0 0 1 1 
5047 5 546 0 1 1 0 0 
5048 5 720 1 1 1 0 0 
5049 5 1139 1 0 1 0 1 
5050 5 1649 1 1 1 1 1 
5051 5 491 1 0 1 0 0 
5052 5 744 1 0 0 1 1 
5053 5 862 1 1 1 1 1 
5054 5 1521 1 1 1 1 1 
5055 5 302 0 0 1 0 0 
5056 5 1151 1 1 0 0 1 
5057 5 1295 1 1 1 1 1 
5058 5 649 0 1 0 0 1 
5059 5 791 1 1 1 0 0 
5060 5 807 1 1 1 1 0 
5061 5 1221 1 1 1 1 1 
5062 5 809 1 1 1 0 1 
5063 5 849 1 0 1 0 0 
5064 5 978 0 1 1 1 1 
5065 5 782 0 1 0 1 1 
5066 5 732 0 1 0 1 0 
5067 5 789 0 1 1 0 0 
5068 5 1179 1 0 1 1 1 
5069 5 1009 1 1 1 0 0 
5070 5 599 0 1 1 1 0 
5071 5 1301 0 0 1 1 1 
5072 5 1373 1 1 1 1 1 
5073 5 938 1 1 0 0 0 
5074 5 1196 1 1 1 1 1 
5075 5 1440 1 1 1 1 1 
5076 5 708 0 1 1 0 0 
5077 5 1149 1 0 1 0 1 
5078 5 758 0 0 1 1 0 
5079 5 1177 1 1 1 1 1 
5080 5 1221 1 1 1 0 0 
5081 5 867 1 1 0 1 0 
