10001 10 675 1 0 0 0 0 1 0 0 0 0 
10002 10 1923 0 0 0 1 1 0 1 1 1 0 
10003 10 1594 1 1 1 1 1 0 0 0 1 1 
10004 10 2605 1 1 1 1 1 1 1 0 1 1 
10005 10 2630 1 1 1 0 0 0 1 1 1 1 
10006 10 2345 1 1 1 0 1 1 1 1 1 1 
10007 10 1806 1 0 1 1 0 0 1 1 0 0 
10008 10 1759 0 1 0 0 1 1 1 1 1 0 
10009 10 1740 0 1 0 0 0 1 0 1 1 1 
10010 10 2376 1 0 1 1 1 1 1 1 1 1 
10011 10 2005 1 0 0 0 0 1 1 1 0 1 
10012 10 1682 1 0 1 1 0 1 1 1 0 0 
10013 10 2865 0 1 1 1 1 1 1 0 0 1 
10014 10 2863 1 1 1 1 1 1 1 1 1 1 
10015 10 2657 1 1 0 1 1 1 1 1 1 0 
10016 10 2385 0 0 1 1 1 1 1 1 1 0 
10017 10 2502 0 1 1 1 1 1 1 0 1 0 
10018 10 1966 1 1 1 0 1 0 0 0 1 0 
10019 10 1665 0 1 0 0 0 1 1 1 0 0 
10020 10 1567 1 0 0 1 1 0 1 1 1 0 
10021 10 549 0 0 0 0 1 0 1 0 0 0 
10022 10 1328 0 1 1 1 1 1 1 0 1 0 
10023 10 633 0 0 0 0 1 0 0 0 1 0 
10024 10 2085 0 1 1 1 1 1 1 0 1 1 
10025 10 658 0 0 1 0 0 0 0 1 0 0 
10026 10 1760 0 1 0 0 0 0 1 1 1 0 
10027 10 1298 0 0 1 1 0 0 0 1 1 0 
10028 10 1745 0 1 0 0 1 1 1 1 0 0 
10029 10 943 0 1 0 0 0 1 0 0 1 0 
10030 10 2675 1 1 1 1 1 1 1 1 1 1 
10031 10 2381 1 1 1 1 1 1 1 1 1 1 
10032 10 1705 1 0 0 0 0 1 1 1 1 1 
10033 10 2022 1 1 1 0 0 1 1 1 0 1 
10034 10 1469 0 0 1 1 1 0 0 1 0 1 
10035 10 1747 0 0 1 1 0 1 1 1 1 0 
10036 10 1845 1 1 0 1 1 1 1 1 0 0 
10037 10 1986 1 1 1 1 1 1 0 1 0 1 
10038 10 1617 0 0 1 1 0 1 1 0 1 0 
10039 10 2701 1 0 1 1 0 1 1 1 1 1 
10040 10 737 0 0 0 0 0 1 0 0 1 0 
10041 10 1814 1 0 0 1 1 1 0 0 1 0 
10042 10 1031 0 0 1 1 1 0 0 0 0 0 
10043 10 2296 1 0 1 0 1 1 1 1 0 1 
10044 10 1747 0 1 0 1 1 1 0 1 1 0 
10045 10 1706 0 0 0 1 0 1 0 1 1 1 
10046 10 2597 1 1 1 1 1 1 1 0 1 1 
10047 10 1880 0 1 1 1 1 1 1 1 1 1 
10048 10 2221 1 0 1 1 1 1 0 1 1 1 
10049 10 1030 1 0 0 0 0 1 1 0 0 0 
10050 10 821 0 1 1 1 0 0 0 1 0 0 
10051 10 1635 0 1 1 1 0 0 1 1 0 0 
10052 10 1924 1 0 1 1 0 0 1 0 0 1 
10053 10 2462 1 1 1 1 0 1 1 0 0 1 
10054 10 1322 1 1 0 0 0 1 1 1 1 0 
10055 10 2278 0 0 0 0 1 1 1 1 1 1 
10056 10 1950 1 1 0 0 1 1 0 0 1 1 
10057 10 2722 1 1 0 1 1 1 1 1 1 0 
10058 10 1369 0 1 0 0 0 0 1 1 0 1 
10059 10 2034 0 1 1 1 1 0 1 0 1 0 
10060 10 2483 1 0 0 1 1 1 1 0 1 1 
10061 10 1414 0 1 0 1 0 0 1 1 0 1 
10062 10 1819 1 0 1 0 0 1 0 1 0 1 
10063 10 1639 0 1 0 1 1 0 0 1 1 0 
10064 10 2141 1 0 0 0 1 1 1 1 1 0 
10065 10 1506 0 0 0 1 0 0 0 1 1 1 
10066 10 2019 1 0 1 0 0 1 0 1 1 1 
10067 10 3161 1 1 1 1 1 1 1 1 1 1 
10068 10 2500 1 1 1 1 0 1 1 0 1 1 
10069 10 2932 1 1 1 1 1 1 1 0 1 1 
10070 10 343 0 0 0 1 0 0 0 0 0 0 
10071 10 2426 0 0 1 0 1 1 0 1 1 1 
10072 10 1627 0 1 0 0 1 1 1 0 1 1 
10073 10 1662 1 1 1 0 1 0 1 0 0 1 
10074 10 1828 1 1 1 0 1 1 1 1 1 0 
10075 10 1635 1 1 1 0 0 1 1 0 1 1 
10076 10 2236 1 1 0 1 1 1 1 0 1 1 
10077 10 2436 1 1 1 1 1 1 1 1 1 1 
10078 10 1851 1 1 0 1 0 1 0 0 0 1 
10079 10 2297 1 1 0 0 1 0 0 1 1 1 
10080 10 2182 0 1 0 1 1 0 1 1 1 1 
10081 10 1267 1 1 0 0 1 0 1 0 0 1 
10082 10 2459 1 0 1 1 1 1 1 1 1 1 
10083 10 592 0 0 0 0 1 0 1 1 0 0 
10084 10 2120 1 0 1 0 1 1 1 1 1 0 
10085 10 2167 1 1 1 1 1 1 1 1 1 1 
10086 10 1780 1 0 1 0 1 1 1 1 1 1 
10087 10 2013 1 0 0 1 0 1 0 1 1 0 
10088 10 2530 1 1 1 0 1 1 0 1 1 1 
10089 10 394 0 0 1 0 1 0 0 1 0 0 
10090 10 1933 1 0 0 1 0 1 0 1 0 1 
10091 10 1762 1 1 0 1 1 1 0 0 1 1 
10092 10 1611 1 1 1 1 1 1 1 0 0 1 
10093 10 1714 1 1 1 1 1 1 1 1 0 0 
10094 10 2193 1 1 1 1 1 1 1 1 1 1 
10095 10 2548 1 1 1 1 1 1 1 1 1 0 
10096 10 937 0 1 1 0 0 1 0 0 0 0 
10097 10 2800 1 1 1 1 1 1 0 1 1 1 
10098 10 2787 1 1 1 1 1 1 1 1 1 1 
10099 10 1261 1 1 0 1 0 1 0 1 0 0 
10100 10 1396 1 1 1 1 1 1 1 1 0 0 
10101 10 1952 1 1 0 1 0 1 1 1 1 0 
10102 10 2453 1 0 0 0 1 1 1 1 1 1 
10103 10 1528 1 1 1 0 0 1 1 0 0 0 
10104 10 1108 1 0 0 0 1 0 0 0 1 1 
10105 10 2827 1 1 1 1 1 1 1 1 1 1 
10106 10 1445 1 1 1 0 0 1 1 1 1 0 
10107 10 2925 1 1 0 1 1 1 1 0 1 1 
10108 10 1706 0 1 0 1 1 0 1 1 1 1 
10109 10 1539 1 1 1 0 1 1 1 0 1 1 
10110 10 2752 0 1 1 1 1 1 1 1 1 1 
10111 10 1705 1 0 1 1 0 1 1 0 1 1 
10112 10 2685 0 1 1 1 1 1 1 1 1 1 
10113 10 2066 1 1 1 0 1 1 1 0 1 1 
10114 10 2178 1 0 1 1 0 1 1 1 1 1 
10115 10 1909 1 0 1 1 1 1 0 1 1 1 
10116 10 2242 1 1 1 0 1 1 1 1 1 1 
10117 10 2915 1 1 1 1 1 1 1 1 1 1 
10118 10 2383 1 1 1 1 1 1 1 1 1 1 
10119 10 451 1 0 0 1 0 0 0 0 0 0 
10120 10 2683 1 1 1 1 1 1 1 1 1 1 
10121 10 1976 1 0 0 0 1 1 1 1 0 1 
10122 10 1923 1 1 1 1 1 1 0 1 1 1 
10123 10 2871 1 1 1 1 1 1 0 1 1 1 
10124 10 1775 0 1 1 0 1 0 0 0 0 1 
10125 10 2498 1 0 0 1 1 1 1 1 1 1 
10126 10 2796 1 1 0 0 1 1 1 1 0 1 
10127 10 2887 1 0 1 1 1 1 1 1 1 0 
10128 10 2536 1 1 1 1 0 1 1 1 0 1 
10129 10 2985 1 1 1 1 1 1 0 1 1 1 
